"Water Year,Day,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep"
"1997,23,0.6,7.3,18.5,33.1,43.1,48.3,56.2,35.7,0.0,0.0,0.0,0.0"
"1997,24,0.6,7.3,18.6,34.4,43.1,48.3,57.8,34.5,0.0,0.0,0.0,0.0"
"1997,25,1.4,7.3,18.6,34.4,43.3,48.6,58.0,34.9,0.0,0.0,0.0,0.0"
"1997,26,3.0,7.5,19.3,35.8,43.4,49.2,57.7,35.2,0.0,0.0,0.0,0.0"
"1997,27,3.1,7.5,20.6,36.7,43.9,49.9,57.6,35.3,0.0,0.0,0.0,0.0"
"1997,28,3.1,7.5,20.8,37.3,45.5,50.2,57.8,35.0,0.0,0.0,0.0,0.0"
"1997,29,3.3,7.5,20.8,37.8,,50.5,56.8,34.3,0.0,0.0,0.0,0.0"
"1997,30,3.3,8.0,21.2,37.8,,51.0,56.1,32.8,0.0,0.0,0.0,0.0"
"1997,31,3.3,,21.3,38.0,,51.6,,30.4,,0.0,0.0,"
"1998,01,0.0,3.1,5.4,8.2,17.8,27.7,36.8,43.2,26.1,0.0,0.0,0.0"
"1998,02,0.0,3.1,5.4,8.2,17.8,27.7,37.1,42.6,24.1,0.0,0.0,0.0"
"1998,03,0.0,3.1,5.4,8.3,17.9,27.7,37.6,41.7,21.8,0.0,0.0,0.0"
"1998,04,0.0,3.1,5.4,8.4,18.0,28.2,38.0,40.8,20.5,0.0,0.0,0.0"
"1998,05,0.0,3.1,5.4,8.6,18.1,28.4,38.8,40.8,20.5,0.0,0.0,0.0"
"1998,06,0.0,3.1,5.4,9.0,18.2,28.8,39.2,40.8,21.1,0.0,0.0,0.0"
"1998,07,0.0,3.1,5.4,9.0,18.6,29.7,39.4,41.1,20.8,0.0,0.0,0.0"
"1998,08,0.1,3.1,5.7,9.0,19.1,29.7,39.8,41.1,20.5,0.0,0.0,0.0"
"1998,09,0.0,3.3,7.5,9.0,20.2,29.7,40.4,40.5,19.7,0.0,0.0,0.0"
"1998,10,0.0,3.3,8.2,9.0,20.3,29.7,40.6,39.4,19.8,0.0,0.0,0.0"
"1998,11,0.0,3.4,8.2,9.9,20.4,29.7,40.6,39.4,19.2,0.0,0.0,0.0"
"1998,12,1.8,4.0,8.2,10.8,21.1,29.7,40.6,40.0,18.3,0.0,0.0,0.0"
"1998,13,2.0,4.0,8.2,11.5,21.1,29.7,41.2,40.3,16.6,0.0,0.0,0.0"
"1998,14,1.8,4.0,8.2,12.9,21.1,29.7,41.9,41.0,15.8,0.0,0.0,0.0"
"1998,15,1.7,4.0,8.2,13.0,21.5,29.7,42.8,41.1,13.9,0.0,0.0,0.0"
"1998,16,1.5,4.0,8.2,15.2,21.9,29.7,43.3,41.8,12.4,0.0,0.0,0.0"
"1998,17,1.3,4.0,8.2,15.6,22.0,29.7,43.7,41.3,12.7,0.0,0.0,0.0"
"1998,18,1.1,4.0,8.2,16.0,22.0,30.5,44.2,40.1,14.4,0.0,0.0,0.0"
"1998,19,1.0,4.0,8.2,16.0,22.4,30.5,44.0,39.0,14.0,0.0,0.0,0.0"
"1998,20,0.8,4.4,8.2,17.3,22.5,30.5,43.9,38.0,12.8,0.0,0.0,0.0"
"1998,21,0.6,4.8,8.2,17.6,22.5,30.5,44.0,35.6,11.7,0.0,0.0,0.0"
"1998,22,0.4,5.1,8.2,17.6,22.5,30.5,44.1,35.9,10.0,0.0,0.0,0.2"
"1998,23,0.2,5.1,8.2,17.6,23.3,30.5,43.8,36.2,8.0,0.0,0.0,0.0"
"1998,24,1.5,5.1,8.2,17.6,24.3,30.7,43.2,36.2,6.3,0.0,0.0,0.0"
"1998,25,2.5,5.1,8.2,17.6,25.7,30.9,43.5,34.9,4.7,0.0,0.0,0.0"
"1998,26,2.5,5.1,8.2,17.6,26.5,30.9,44.0,33.5,2.8,0.0,0.0,0.0"
"1998,27,2.5,5.1,8.2,17.6,27.4,31.0,44.4,33.6,0.7,0.0,0.0,0.0"
"1998,28,2.5,5.4,8.2,17.6,27.6,33.3,44.7,32.5,0.1,0.0,0.0,0.0"
"1998,29,2.5,5.4,8.2,17.6,,35.0,44.7,30.9,0.0,0.0,0.0,0.0"
"1998,30,2.5,5.4,8.2,17.6,,35.7,43.9,29.6,0.0,0.0,0.0,0.0"
"1998,31,2.5,,8.2,17.8,,36.5,,27.9,,0.0,0.0,"
"1999,01,0.0,0.7,4.6,7.5,15.0,22.8,31.3,43.1,33.5,0.0,0.0,0.0"
"1999,02,0.0,0.6,4.6,7.7,15.5,22.8,31.3,43.1,31.5,0.0,0.0,0.0"
"1999,03,0.0,0.9,4.6,7.7,15.5,22.8,31.3,45.3,33.3,0.0,0.0,0.0"
"1999,04,0.9,1.0,4.6,7.7,15.6,23.4,31.6,47.2,33.2,0.0,0.0,0.0"
"1999,05,1.4,1.0,5.5,7.7,16.0,23.8,31.6,48.8,33.1,0.0,0.0,0.0"
"1999,06,1.3,1.4,5.5,7.7,16.2,23.8,32.1,49.4,33.1,0.0,0.0,0.0"
"1999,07,1.1,2.1,5.5,7.7,16.3,24.0,32.5,49.4,31.9,0.0,0.0,0.0"
"1999,08,0.7,2.1,5.6,7.7,16.4,24.1,33.3,49.4,29.5,0.0,0.0,0.0"
"1999,09,0.2,3.2,6.0,7.8,16.9,24.4,33.6,49.0,27.3,0.0,0.0,0.0"
"1999,10,0.0,3.9,6.0,7.8,18.1,25.9,35.0,49.2,25.5,0.0,0.0,0.0"
"1999,11,0.0,3.9,6.0,7.8,18.7,26.2,35.0,48.9,23.9,0.0,0.0,0.0"
"1999,12,0.0,3.9,6.0,7.8,18.7,26.6,35.0,48.7,21.7,0.0,0.0,0.0"
"1999,13,0.0,3.9,6.0,7.8,18.7,26.6,35.1,49.4,19.2,0.0,0.0,0.0"
"1999,14,0.0,3.9,6.0,7.8,18.7,26.6,35.1,49.8,16.2,0.0,0.0,0.0"
"1999,15,0.0,3.9,6.0,7.9,18.7,26.6,35.1,50.1,13.5,0.0,0.0,0.0"
"1999,16,0.4,3.9,6.0,8.1,18.7,26.6,35.2,50.5,10.3,0.0,0.0,0.0"
"1999,17,0.5,3.9,6.0,8.7,18.7,26.6,35.4,50.4,7.9,0.0,0.0,0.0"
"1999,18,0.4,4.2,6.0,8.9,19.3,26.6,35.5,50.5,5.6,0.0,0.0,0.0"
"1999,19,0.3,4.3,6.0,9.5,19.7,26.6,35.2,49.5,3.3,0.0,0.0,0.0"
"1999,20,0.1,4.3,6.3,9.8,19.9,26.6,35.5,48.1,1.3,0.0,0.0,0.0"
"1999,21,0.0,4.3,6.3,11.0,20.5,26.7,36.9,46.3,0.5,0.0,0.0,0.0"
"1999,22,0.0,4.3,6.3,13.1,21.8,27.0,37.8,45.1,0.0,0.0,0.0,0.0"
"1999,23,0.0,4.3,6.3,13.3,22.1,27.6,38.3,44.2,0.0,0.0,0.0,0.0"
"1999,24,0.0,4.3,6.3,13.3,22.1,27.9,38.7,42.9,0.0,0.0,0.0,0.0"
"1999,25,0.0,4.3,6.3,13.9,22.2,28.4,39.5,41.4,0.0,0.0,0.0,0.0"
"1999,26,0.4,4.3,6.4,13.9,22.5,28.6,39.9,40.4,0.0,0.0,0.0,0.0"
"1999,27,0.2,4.3,6.5,14.5,22.6,29.1,39.9,38.8,0.0,0.0,0.0,0.0"
"1999,28,0.1,4.3,6.6,14.6,22.8,29.5,41.0,38.0,0.0,0.0,0.0,0.0"
"1999,29,0.0,4.6,6.8,14.6,,29.9,42.5,37.4,0.0,0.0,0.0,0.0"
"1999,30,0.7,4.6,6.8,14.6,,30.3,42.9,35.9,0.0,0.0,0.0,0.0"
"1999,31,0.8,,6.8,14.6,,30.3,,34.7,,0.0,0.0,"
"2000,01,0.0,0.1,1.6,7.8,16.5,27.2,35.8,34.2,0.5,0.0,0.0,0.0"
"2000,02,0.0,0.0,2.1,7.8,16.5,27.5,35.9,33.1,0.1,0.0,0.0,0.0"
"2000,03,0.0,0.0,2.8,8.7,16.5,27.6,35.8,31.7,0.0,0.0,0.0,0.0"
"2000,04,0.0,0.0,3.2,9.3,16.5,27.6,35.9,30.3,0.0,0.0,0.0,0.0"
"2000,05,0.0,0.0,3.2,9.9,16.5,27.8,36.1,28.8,0.0,0.0,0.0,0.0"
"2000,06,0.0,0.0,3.2,10.5,16.5,28.0,36.3,27.6,0.0,0.0,0.0,0.0"
"2000,07,0.2,0.0,3.2,10.5,16.5,28.4,36.2,26.2,0.0,0.0,0.0,0.0"
"2000,08,0.0,0.0,3.9,10.5,16.5,28.4,36.1,26.7,0.0,0.0,0.0,0.0"
"2000,09,0.0,0.0,3.9,11.2,16.6,29.1,36.1,26.9,0.0,0.0,0.0,0.0"
"2000,10,0.0,0.0,4.0,11.3,16.7,30.1,35.9,27.1,0.0,0.0,0.0,0.0"
"2000,11,0.0,0.0,4.4,12.3,17.1,30.6,35.7,27.1,0.0,0.0,0.0,0.0"
"2000,12,0.0,0.0,4.5,13.1,17.6,30.9,35.2,27.6,0.0,0.0,0.0,0.0"
"2000,13,0.0,0.0,4.5,13.1,19.6,31.0,34.7,27.6,0.0,0.0,0.0,0.0"
"2000,14,0.0,0.0,5.9,13.1,20.1,31.0,34.5,27.6,0.0,0.0,0.0,0.0"
"2000,15,0.0,0.0,5.9,13.1,21.2,31.1,35.6,27.2,0.0,0.0,0.0,0.0"
"2000,16,0.0,0.0,5.9,13.1,21.3,31.6,35.9,26.6,0.0,0.0,0.0,0.0"
"2000,17,0.0,0.0,6.1,13.0,22.0,31.6,36.0,26.0,0.0,0.0,0.0,0.0"
"2000,18,0.0,0.5,6.5,13.0,22.2,32.5,36.2,25.6,0.0,0.0,0.0,0.0"
"2000,19,0.0,0.5,6.5,14.0,22.3,32.6,36.8,24.9,0.0,0.0,0.0,0.0"
"2000,20,0.0,0.4,6.7,14.1,22.3,33.4,37.0,23.5,0.0,0.0,0.0,0.0"
"2000,21,0.0,0.7,7.2,14.1,22.4,33.9,37.1,21.5,0.0,0.0,0.0,0.0"
"2000,22,0.0,1.3,7.8,14.8,23.3,33.9,37.0,19.3,0.0,0.0,0.0,0.0"
"2000,23,0.0,1.5,7.8,15.0,23.4,34.1,36.9,17.0,0.0,0.0,0.0,0.5"
"2000,24,0.0,1.5,7.8,15.0,24.2,34.2,37.3,14.7,0.0,0.0,0.0,0.7"
"2000,25,0.0,1.5,7.8,15.1,25.9,34.3,37.4,13.1,0.0,0.0,0.0,0.4"
"2000,26,0.0,1.6,7.8,15.9,26.3,34.3,37.4,11.6,0.0,0.0,0.0,0.0"
"2000,27,0.0,1.6,7.8,16.0,26.4,34.5,37.5,9.8,0.0,0.0,0.0,0.0"
"2000,28,0.0,1.6,7.8,16.0,26.6,34.5,36.5,7.6,0.0,0.0,0.0,0.0"
"2000,29,0.0,1.6,7.8,16.0,27.1,34.8,35.4,4.6,0.0,0.0,0.0,0.0"
"2000,30,0.2,1.6,7.8,16.0,,34.9,34.9,2.3,0.0,0.0,0.0,0.0"
"2000,31,0.2,,7.8,16.0,,35.5,,1.1,,0.0,0.0,"
"2001,01,0.0,2.6,5.6,10.5,13.9,19.2,24.5,32.6,0.0,0.0,0.0,0.0"
"2001,02,0.0,3.1,5.6,10.5,13.9,19.3,24.6,32.4,0.0,0.0,0.0,0.0"
"2001,03,0.0,3.1,5.6,10.5,13.9,19.4,26.1,32.6,0.0,0.0,0.0,0.0"
"2001,04,0.0,3.1,5.6,10.5,14.1,19.4,26.4,33.0,0.0,0.0,0.0,0.0"
"2001,05,0.0,3.2,5.6,10.5,14.1,19.4,27.5,33.0,0.0,0.0,0.0,0.0"
"2001,06,0.0,3.7,5.6,10.5,14.1,19.5,28.3,32.8,0.0,0.0,0.0,0.0"
"2001,07,0.0,3.9,5.6,10.5,14.2,19.5,28.7,32.3,0.0,0.0,0.0,0.0"
"2001,08,0.0,3.9,5.6,10.5,14.2,19.5,30.9,31.5,0.0,0.0,0.0,0.0"
"2001,09,0.0,4.3,5.6,10.5,14.3,19.5,31.5,30.3,0.0,0.0,0.0,0.0"
"2001,10,0.0,4.6,5.7,10.5,14.5,20.1,31.5,28.7,0.0,0.0,0.0,0.0"
"2001,11,1.6,4.7,7.4,10.8,14.9,20.4,31.6,27.0,0.0,0.0,0.0,0.0"
"2001,12,1.6,4.7,7.4,11.4,15.3,20.6,31.8,25.1,0.0,0.0,0.0,0.0"
"2001,13,1.4,4.8,7.6,11.6,16.0,20.7,32.4,22.9,0.1,0.0,0.0,0.0"
"2001,14,1.5,4.8,7.9,11.9,16.0,20.8,32.5,22.0,0.0,0.0,0.0,0.0"
"2001,15,1.5,4.8,8.2,12.1,16.0,20.9,32.7,19.6,0.0,0.0,0.0,0.0"
"2001,16,1.4,5.3,9.2,12.1,16.0,21.1,32.6,17.2,0.0,0.0,0.0,0.0"
"2001,17,1.3,5.3,9.2,12.1,16.0,21.7,32.4,14.5,0.0,0.0,0.0,0.0"
"2001,18,1.1,5.3,10.1,12.2,16.0,21.8,32.3,12.1,0.0,0.0,0.0,0.0"
"2001,19,0.8,5.3,10.1,12.2,16.2,21.9,32.4,10.7,0.0,0.0,0.0,0.0"
"2001,20,0.4,5.3,10.1,12.4,16.5,21.8,32.4,9.0,0.0,0.0,0.0,0.0"
"2001,21,0.1,5.3,10.1,12.5,16.9,21.8,34.0,7.4,0.0,0.0,0.0,0.0"
"2001,22,0.9,5.3,10.1,12.5,17.0,21.8,35.4,6.2,0.0,0.0,0.0,0.0"
"2001,23,0.8,5.3,10.1,12.5,17.5,21.8,36.3,4.7,0.0,0.0,0.0,0.0"
"2001,24,0.5,5.3,10.1,12.5,18.3,21.6,36.5,3.1,0.0,0.0,0.0,0.0"
"2001,25,0.3,5.3,10.5,12.7,18.8,21.4,36.6,1.3,0.0,0.0,0.0,0.0"
"2001,26,0.0,5.3,10.5,13.5,18.9,21.2,36.3,0.0,0.0,0.0,0.0,0.0"
"2001,27,0.0,5.3,10.5,13.5,18.9,21.2,35.7,0.0,0.0,0.0,0.0,0.0"
"2001,28,0.4,5.3,10.5,13.5,19.0,21.6,35.3,0.0,0.0,0.0,0.0,0.0"
"2001,29,0.5,5.3,10.5,13.5,,23.1,34.2,0.0,0.0,0.0,0.0,0.0"
"2001,30,0.7,5.6,10.5,13.5,,24.2,33.4,0.0,0.0,0.0,0.0,0.0"
"2001,31,1.8,,10.5,13.8,,24.4,,0.0,,0.0,0.0,"
"2002,01,0.0,0.9,9.3,15.0,24.4,31.1,42.3,50.2,18.9,0.0,0.0,0.0"
"2002,02,0.0,0.9,9.7,15.0,24.4,31.1,42.3,49.3,17.1,0.0,0.0,0.0"
"2002,03,0.0,0.9,10.6,15.1,24.4,31.1,42.3,49.0,15.8,0.0,0.0,0.0"
"2002,04,0.0,0.9,11.5,15.2,24.4,31.2,42.3,48.6,13.7,0.0,0.0,0.0"
"2002,05,0.0,0.9,11.8,15.3,24.4,31.2,42.4,48.5,11.5,0.0,0.0,0.0"
"2002,06,0.0,0.5,12.2,15.3,24.4,31.2,42.6,48.1,8.8,0.0,0.0,0.0"
"2002,07,0.0,0.1,13.2,15.7,24.4,31.8,42.7,47.3,5.7,0.0,0.0,0.0"
"2002,08,0.0,0.7,13.8,15.7,24.9,33.2,42.9,45.9,2.8,0.0,0.0,0.0"
"2002,09,0.0,0.7,13.8,15.7,26.8,34.0,43.2,45.3,1.5,0.0,0.0,0.0"
"2002,10,0.4,0.7,13.8,15.7,26.8,35.0,43.7,44.9,1.2,0.0,0.0,0.0"
"2002,11,0.2,0.8,13.8,15.7,27.0,35.4,43.9,44.8,0.8,0.0,0.0,0.0"
"2002,12,0.6,0.8,14.0,15.7,27.0,35.7,44.4,44.8,0.4,0.0,0.0,0.0"
"2002,13,0.5,0.8,14.1,15.7,27.0,36.4,44.4,44.8,0.1,0.0,0.0,0.0"
"2002,14,0.3,0.9,14.1,15.8,27.0,37.8,45.3,44.2,0.0,0.0,0.0,0.0"
"2002,15,0.0,0.9,14.7,15.8,27.0,38.7,44.5,42.4,0.0,0.0,0.0,0.0"
"2002,16,0.0,0.9,14.7,16.0,27.0,38.9,45.1,40.7,0.0,0.0,0.0,0.0"
"2002,17,0.0,0.9,14.7,16.0,27.1,39.2,45.4,38.9,0.0,0.0,0.0,0.0"
"2002,18,0.0,1.0,14.8,16.0,27.3,39.7,46.0,37.2,0.0,0.0,0.0,0.0"
"2002,19,0.0,1.2,14.8,16.6,27.3,39.7,46.2,35.0,0.0,0.0,0.0,0.0"
"2002,20,0.0,1.2,14.8,16.6,27.7,39.7,46.6,32.7,0.0,0.0,0.0,0.0"
"2002,21,0.0,1.2,14.8,16.6,28.7,39.7,46.7,30.6,0.0,0.0,0.0,0.0"
"2002,22,0.0,1.3,14.8,16.9,29.0,40.0,47.1,31.9,0.0,0.0,0.0,0.0"
"2002,23,0.0,3.9,14.8,17.0,29.2,40.3,47.6,32.8,0.0,0.0,0.0,0.0"
"2002,24,0.0,5.2,14.8,17.0,30.1,40.6,47.7,33.5,0.0,0.0,0.0,0.0"
"2002,25,0.0,5.8,14.8,17.1,30.6,41.6,48.3,33.6,0.0,0.0,0.0,0.0"
"2002,26,0.0,8.2,14.8,17.4,30.7,41.8,48.7,33.4,0.0,0.0,0.0,0.0"
"2002,27,0.0,8.4,14.8,20.1,30.9,42.1,49.2,32.8,0.0,0.0,0.0,0.0"
"2002,28,0.0,8.5,14.8,22.5,31.0,42.1,49.8,31.4,0.0,0.0,0.0,0.0"
"2002,29,0.0,8.5,14.8,24.4,,42.1,49.9,28.9,0.0,0.0,0.0,0.0"
"2002,30,0.0,9.0,14.9,24.4,,42.2,50.1,25.9,0.0,0.0,0.0,0.0"
"2002,31,0.5,,15.0,24.4,,42.2,,22.3,,0.0,0.0,"
"2003,01,0.4,0.9,4.2,7.8,10.9,16.5,25.9,30.8,0.5,0.0,0.0,0.0"
"2003,02,1.7,0.9,4.2,7.8,11.0,16.7,25.6,31.2,0.2,0.0,0.0,0.0"
"2003,03,1.7,0.9,4.2,7.9,12.6,16.8,26.0,31.3,0.0,0.0,0.0,0.0"
"2003,04,1.6,0.9,4.2,8.0,12.8,17.0,27.1,31.7,0.0,0.0,0.0,0.0"
"2003,05,1.5,0.9,4.2,8.0,13.1,17.7,27.5,33.3,0.0,0.0,0.0,0.0"
"2003,06,1.3,0.9,4.2,8.4,13.2,18.1,28.4,33.4,0.0,0.0,0.0,0.0"
"2003,07,0.9,0.9,4.2,8.4,13.3,18.1,28.7,33.4,0.0,0.0,0.0,0.0"
"2003,08,0.4,0.9,4.2,8.4,13.4,18.1,28.8,34.4,0.0,0.0,0.0,0.0"
"2003,09,0.0,2.4,4.2,8.5,13.4,18.1,28.8,35.1,0.0,0.0,0.0,0.0"
"2003,10,0.0,3.0,4.2,8.8,13.5,18.1,28.9,35.8,0.0,0.0,0.0,0.0"
"2003,11,0.0,3.7,4.2,9.2,13.6,18.1,28.9,36.1,0.0,0.0,0.0,0.5"
"2003,12,0.0,4.0,4.3,9.2,13.7,18.1,28.8,36.2,0.0,0.0,0.0,0.0"
"2003,13,0.0,4.0,4.3,9.2,13.7,18.1,28.6,35.8,0.0,0.0,0.0,0.0"
"2003,14,0.0,4.1,4.3,9.2,14.3,18.1,28.5,35.0,0.0,0.0,0.0,0.0"
"2003,15,0.0,4.1,4.3,9.2,14.7,18.7,29.1,34.3,0.0,0.0,0.0,0.0"
"2003,16,0.0,4.1,4.4,9.2,14.7,19.9,29.5,32.8,0.0,0.0,0.0,0.0"
"2003,17,0.0,4.1,4.6,9.2,15.2,20.8,30.1,31.5,0.0,0.0,0.0,0.0"
"2003,18,0.0,4.1,5.6,9.2,15.3,22.0,30.6,30.7,0.0,0.0,0.0,0.0"
"2003,19,0.0,4.1,5.8,9.2,15.3,22.5,31.4,28.5,0.0,0.0,0.0,0.0"
"2003,20,0.0,4.1,5.8,9.2,15.3,22.5,31.5,28.1,0.0,0.0,0.0,0.0"
"2003,21,0.0,4.1,5.9,9.2,15.3,22.5,31.7,26.9,0.0,0.0,0.0,0.0"
"2003,22,0.0,4.1,6.0,9.2,15.4,22.5,31.7,25.0,0.0,0.0,0.0,0.0"
"2003,23,0.2,4.1,6.0,9.2,16.3,22.6,32.6,22.2,0.0,0.0,0.0,0.0"
"2003,24,0.4,4.1,6.0,9.3,16.3,23.1,32.6,19.5,0.0,0.0,0.0,0.0"
"2003,25,0.5,4.3,6.0,9.4,16.5,23.4,32.6,17.7,0.0,0.0,0.0,0.0"
"2003,26,0.5,4.3,6.0,9.5,16.5,23.6,32.0,14.9,0.0,0.0,0.0,0.0"
"2003,27,0.5,4.3,6.0,9.6,16.5,25.0,31.4,12.4,0.0,0.0,0.0,0.0"
"2003,28,0.4,4.3,6.0,10.1,16.5,25.7,31.2,10.0,0.0,0.0,0.0,0.0"
"2003,29,0.5,4.2,6.0,10.5,,25.7,30.9,7.3,0.0,0.0,0.0,0.0"
"2003,30,0.8,4.2,6.7,10.5,,25.8,30.8,4.5,0.0,0.0,0.0,0.0"
"2003,31,0.9,,6.7,10.8,,25.9,,2.0,,0.0,0.0,"
"2004,01,0.0,1.0,8.2,18.3,26.3,35.2,42.5,42.4,14.7,0.0,0.0,0.0"
"2004,02,0.0,1.5,8.1,21.3,26.3,35.2,42.6,42.1,12.6,0.0,0.0,0.0"
"2004,03,0.0,1.5,8.1,22.2,26.6,35.2,42.4,41.1,10.0,0.0,0.0,0.0"
"2004,04,0.0,2.3,8.1,22.4,26.9,35.5,41.6,39.9,7.1,0.0,0.0,0.0"
"2004,05,0.0,2.5,8.1,22.6,27.3,36.0,41.0,38.7,4.6,0.0,0.0,0.0"
"2004,06,0.0,2.5,8.0,23.2,27.6,36.4,40.5,36.8,2.2,0.0,0.0,0.0"
"2004,07,0.0,2.5,8.0,23.4,27.8,36.8,40.0,35.4,0.6,0.0,0.0,0.0"
"2004,08,0.0,2.5,8.9,24.1,28.2,36.9,39.9,34.1,0.2,0.0,0.0,0.0"
"2004,09,0.0,2.5,9.5,24.1,28.5,37.1,39.9,32.6,0.0,0.0,0.0,0.0"
"2004,10,0.0,3.0,9.5,24.2,28.5,37.1,40.3,31.3,0.0,0.0,0.0,0.0"
"2004,11,0.0,3.3,9.7,24.2,28.7,37.1,40.3,30.0,0.0,0.0,0.0,0.0"
"2004,12,0.0,3.3,9.7,24.2,28.7,37.2,40.6,30.4,0.0,0.0,0.0,0.0"
"2004,13,0.0,3.3,9.7,24.2,28.8,37.2,40.7,30.7,0.0,0.0,0.0,0.0"
"2004,14,0.0,4.7,9.9,24.2,28.9,37.2,40.8,30.9,0.0,0.0,0.0,0.0"
"2004,15,0.0,4.7,10.8,24.2,28.9,37.4,40.4,30.8,0.0,0.0,0.0,0.0"
"2004,16,0.0,4.8,11.4,24.2,28.9,37.4,40.0,30.2,0.0,0.0,0.0,0.0"
"2004,17,0.0,5.5,11.4,24.2,29.0,37.5,40.2,28.2,0.0,0.0,0.0,0.0"
"2004,18,0.0,6.7,11.4,24.2,29.2,37.6,40.6,25.9,0.0,0.0,0.0,0.0"
"2004,19,0.0,6.7,11.4,24.2,29.3,37.6,41.2,24.5,0.0,0.0,0.0,0.0"
"2004,20,0.0,6.7,11.4,24.2,29.5,37.6,41.7,22.9,0.0,0.0,0.0,0.1"
"2004,21,0.0,6.7,11.4,24.3,29.7,37.9,42.1,22.2,0.0,0.0,0.0,0.4"
"2004,22,0.0,6.7,12.2,24.3,29.8,38.2,42.8,21.2,0.0,0.0,0.0,0.3"
"2004,23,0.0,6.9,12.3,24.4,30.5,38.5,42.8,20.9,0.0,0.0,0.0,0.0"
"2004,24,0.0,6.9,12.3,24.5,30.8,38.5,42.7,19.9,0.0,0.0,0.0,0.0"
"2004,25,0.0,6.9,12.3,24.6,31.0,38.5,42.6,19.5,0.0,0.0,0.0,0.0"
"2004,26,0.0,7.0,14.0,25.7,31.7,38.5,42.5,19.5,0.0,0.0,0.0,0.0"
"2004,27,0.0,8.1,15.9,25.8,33.6,40.0,42.6,18.5,0.0,0.0,0.0,0.0"
"2004,28,0.0,8.1,16.2,25.9,34.3,41.1,42.9,16.4,0.0,0.0,0.0,0.0"
"2004,29,0.0,8.2,16.5,26.0,34.8,41.7,42.7,15.8,0.0,0.0,0.0,0.0"
"2004,30,0.0,8.2,17.0,26.1,,42.2,42.6,15.7,0.0,0.0,0.0,0.0"
"2004,31,0.1,,17.6,26.3,,42.4,,15.5,,0.0,0.0,"
"2005,01,0.0,12.1,15.9,25.1,41.2,48.7,60.3,67.3,57.1,5.6,0.0,0.0"
"2005,02,0.0,12.1,15.9,25.6,41.2,48.8,60.5,67.4,56.0,3.0,0.0,0.0"
"2005,03,0.0,12.1,15.9,25.6,41.3,48.8,60.5,67.6,55.1,1.0,0.0,0.0"
"2005,04,0.0,12.0,15.9,25.9,41.4,48.8,60.5,67.6,54.6,0.4,0.0,0.0"
"2005,05,0.0,12.0,15.9,26.3,41.5,48.8,60.9,67.7,53.8,0.5,0.0,0.0"
"2005,06,0.0,12.0,16.0,26.9,41.5,48.8,61.1,68.4,51.5,0.0,0.0,0.0"
"2005,07,0.0,11.9,16.0,27.2,42.2,48.8,61.2,69.0,51.1,0.0,0.0,0.0"
"2005,08,0.0,11.9,16.6,28.2,42.7,48.8,61.2,69.3,51.3,0.0,0.0,0.0"
"2005,09,0.0,12.1,18.0,31.9,42.7,48.8,61.7,69.5,51.5,0.0,0.0,0.0"
"2005,10,0.0,12.7,19.6,34.7,42.9,48.8,61.7,69.8,51.5,0.0,0.0,0.0"
"2005,11,0.0,12.7,19.6,37.5,42.9,48.8,61.9,71.2,51.4,0.0,0.0,0.0"
"2005,12,0.0,12.9,19.6,39.5,43.4,48.9,61.9,71.9,50.3,0.0,0.0,0.0"
"2005,13,0.0,13.0,19.6,39.6,43.8,48.9,61.9,72.6,49.8,0.0,0.0,0.0"
"2005,14,0.0,13.0,19.6,39.6,44.1,48.9,61.9,73.0,48.7,0.0,0.0,0.0"
"2005,15,0.0,13.0,19.6,39.7,45.3,48.9,61.9,73.2,46.4,0.0,0.0,0.0"
"2005,16,0.0,13.0,19.6,39.7,45.7,48.9,62.6,73.3,43.8,0.0,0.0,0.0"
"2005,17,0.0,13.0,19.6,39.8,45.8,49.1,62.7,73.3,41.6,0.0,0.0,0.0"
"2005,18,0.4,13.0,19.6,39.9,46.0,49.5,62.7,74.6,39.0,0.0,0.0,0.0"
"2005,19,1.7,13.0,19.6,40.0,46.2,49.7,63.3,74.1,36.2,0.0,0.0,0.0"
"2005,20,4.1,13.0,19.6,40.0,47.1,50.0,64.1,73.0,33.5,0.0,0.0,0.0"
"2005,21,6.3,12.9,19.6,40.0,48.3,51.7,64.8,70.9,30.9,0.0,0.0,0.0"
"2005,22,6.7,12.9,19.7,40.0,48.4,52.2,64.9,68.6,28.3,0.0,0.0,0.0"
"2005,23,6.9,12.9,20.0,40.0,48.4,53.4,65.1,66.8,25.7,0.0,0.0,0.0"
"2005,24,7.9,13.0,20.0,40.0,48.4,54.9,65.2,64.7,22.7,0.0,0.0,0.0"
"2005,25,8.2,13.1,20.2,40.0,48.5,55.7,65.6,63.3,19.8,0.0,0.0,0.0"
"2005,26,9.4,13.7,20.2,40.0,48.5,55.9,65.8,62.2,17.4,0.0,0.0,0.0"
"2005,27,9.4,14.2,20.2,40.6,48.5,55.9,65.9,61.0,14.8,0.0,0.0,0.0"
"2005,28,9.8,15.3,20.3,41.0,48.6,56.3,66.4,59.6,12.5,0.0,0.0,0.0"
"2005,29,10.5,15.9,20.5,41.0,,57.7,66.9,58.4,10.7,0.0,0.0,0.0"
"2005,30,10.6,15.9,22.9,41.2,,58.3,67.2,57.2,8.1,0.0,0.0,0.0"
